field_id,date_of_image,latitude,longitude,NDVI,GNDVI,NDWI,SAVI,soil_moisture,temperature,rainfall,crop_type,N,P,K,pH,humidity,yield
Field_22,2023-06-15,19.56094379,76.46332618,0.10437294,0.25573859,-0.25573859,0.15653239,36.93929285,38.80536030,4.56465340,Cotton,73.36420533,30.30743083,29.11497931,7.45181913,53.22715619,26.96851081
Field_22,2023-09-28,19.56094379,76.46332618,0.72187100,0.65312587,-0.65312587,1.08266934,10.34053168,28.30900432,10.08419617,Cotton,69.24267636,34.48928997,31.23978387,7.14074735,59.79947554,54.53168511
Field_22,2023-10-13,19.56094379,76.46332618,0.65592513,0.63643163,-0.63643163,0.98375874,11.86650927,29.06293296,8.59870818,Cotton,79.47114201,31.94559025,36.92096663,7.00290695,48.87151640,41.43865568
Field_22,2023-10-28,19.56094379,76.46332618,0.54899642,0.57597938,-0.57597938,0.82337655,16.04551463,28.09715642,7.78587625,Cotton,69.10353226,25.24632168,35.24557750,7.55312896,68.79837990,38.25668439
Field_22,2023-12-11,19.56094379,76.46332618,0.54057252,0.59227929,-0.59227929,0.81074263,15.29920224,23.55099548,14.76174290,Cotton,75.98000722,45.45878398,17.59034491,6.77395252,52.06155766,51.07846380
Field_22,2023-11-27,19.56094379,76.46332618,0.56462620,0.61739731,-0.61739731,0.84681789,13.77090919,20.83046349,15.32244640,Cotton,89.50330273,19.20143375,31.76243526,6.87601435,65.26920739,51.92351191
Field_22,2023-12-12,19.56094379,76.46332618,0.60303944,0.57620465,-0.57620465,0.90441562,15.48207715,16.52534805,8.26755443,Cotton,78.13835192,33.18025987,40.69426366,7.05280416,54.69499763,40.34322294
Field_22,2023-12-27,19.56094379,76.46332618,0.61576494,0.59907441,-0.59907441,0.92350703,14.18428286,23.57544563,5.09713358,Cotton,84.51863954,35.59748716,32.77610647,7.21103544,55.53052741,40.47884795
Field_23,2023-01-01,22.45065439,73.24685881,0.38481034,0.44426681,-0.44426681,0.57711614,24.44814592,5.73800047,6.62777890,Cotton,75.47752780,25.20461415,24.18200164,6.64441736,59.99882148,33.97928035
Field_23,2023-01-16,22.45065439,73.24685881,0.39023167,0.46594450,-0.46594450,0.58525021,23.28582120,11.70963392,6.62495657,Cotton,83.14797119,11.68000000,37.73935489,7.14493596,55.77063846,33.85408804
Field_23,2023-01-31,22.45065439,73.24685881,0.41421937,0.49470253,-0.49470253,0.62122244,21.57232699,5.53316934,14.24901905,Cotton,86.05922900,11.68000000,38.39021162,6.30835187,57.70138525,47.44788672
Field_23,2023-02-15,22.45065439,73.24685881,0.40671230,0.48396207,-0.48396207,0.60996865,22.19745074,12.29883337,6.73032367,Cotton,88.12680690,34.56817238,36.85249537,7.30187096,56.17210414,34.20879959
Field_23,2023-02-03,22.45065439,73.24685881,0.35668108,0.41640374,-0.41640374,0.53493982,26.15823665,5.51543976,6.44150491,Cotton,85.82030460,46.03582976,46.45592116,6.50376861,54.20952896,33.33245340
Field_23,2023-03-17,22.45065439,73.24685881,0.38284549,0.46369678,-0.46369678,0.57417400,23.47603381,16.36321086,13.32799768,Cotton,90.41054434,46.73323958,32.31533965,6.89826577,61.31680565,46.20639628
Field_23,2023-01-04,22.45065439,73.24685881,0.31908194,0.41847552,-0.41847552,0.47855301,26.43643807,7.23569207,6.10094339,Cotton,83.38324646,21.03270892,28.21934277,6.74407339,69.21447647,31.85101103
Field_23,2023-04-16,22.45065439,73.24685881,0.27299658,0.38913776,-0.38913776,0.40944114,28.40521620,24.88447114,5.75850030,Cotton,73.29011694,28.04236342,28.49991752,6.58034129,51.37986147,30.52605904
Field_23,2023-01-05,22.45065439,73.24685881,0.22109680,0.32715034,-0.32715034,0.33159416,32.10061044,7.32713806,5.44051744,Cotton,89.72110968,45.17487196,32.35352687,7.00467500,54.89276535,29.49322246
Field_23,2023-05-16,22.45065439,73.24685881,0.21063975,0.33667332,-0.33667332,0.31591777,31.72112237,20.17004148,12.07111867,Cotton,67.67668591,11.68000000,36.85249755,6.51998269,62.19926354,40.85442489
Field_23,2023-05-31,22.45065439,73.24685881,0.21695572,0.34689280,-0.34689280,0.32539201,31.13476655,10.20884250,5.35678823,Cotton,90.92914348,40.36573181,22.19527731,6.85461588,70.91359881,29.02375128
Field_23,2023-06-15,22.45065439,73.24685881,0.10336860,0.14752640,-0.14752640,0.15501306,42.47533713,31.03928365,12.05982934,Cotton,81.21376802,35.89466506,39.30617956,6.85021439,49.88702417,40.57274218
Field_23,2023-09-28,22.45065439,73.24685881,0.47566494,0.44865877,-0.44865877,0.71337819,23.29598706,14.99271092,14.64226413,Cotton,55.12000000,19.68174072,22.91040444,6.03823783,64.60011649,50.75505032
Field_23,2023-10-13,22.45065439,73.24685881,0.40121937,0.34657387,-0.34657387,0.60172915,29.26919118,16.03884770,7.00408998,Cotton,83.05875588,31.21496799,24.49218161,7.01013964,43.96254085,36.14928045
Field_23,2023-10-28,22.45065439,73.24685881,0.43178234,0.46273387,-0.46273387,0.64756255,23.02541807,13.79485969,7.00408998,Cotton,70.63860941,34.33705913,19.42580786,6.83046301,58.82420718,35.50245349
Field_23,2023-12-11,22.45065439,73.24685881,0.40754066,0.46918775,-0.46918775,0.61121345,22.94343219,11.76338420,6.77265866,Cotton,106.61495582,36.03030074,26.74068429,6.38600834,64.26698792,34.46961691
Field_23,2023-11-27,22.45065439,73.24685881,0.44354774,0.51361322,-0.51361322,0.66520471,20.30713732,23.85920826,14.14271117,Cotton,88.99655960,38.00206026,30.58893878,7.33559394,53.17011757,48.21990598
Field_23,2023-12-12,22.45065439,73.24685881,0.44449363,0.45472210,-0.45472210,0.66662798,23.30471528,14.66731643,7.13673963,Cotton,86.11027175,38.84798935,30.32455539,6.62912149,54.16221790,36.12841506
Field_23,2023-12-27,22.45065439,73.24685881,0.47810064,0.49024499,-0.49024499,0.71703292,21.14753728,7.11561086,7.35311851,Cotton,76.33718924,27.31196315,43.01573235,6.40311985,43.41768449,36.86913625
Field_24,2023-01-01,16.08392400,78.06899943,0.36760090,0.37055631,-0.37055631,0.55132750,28.38788440,24.26072359,6.64753523,Cotton,79.94885116,35.18975050,32.60352709,6.29278319,61.64014288,34.46961691
Field_24,2023-01-16,16.08392400,78.06899943,0.40581937,0.44593525,-0.44593525,0.60864609,24.14838554,22.34670993,13.90657597,Cotton,78.61554260,42.01595612,29.83492745,6.44530493,62.95561257,47.69827134
Field_24,2023-01-31,16.08392400,78.06899943,0.39079848,0.43528048,-0.43528048,0.58611815,24.84587135,16.44289340,13.89058274,Cotton,81.86110065,34.02166749,33.82164034,6.94989108,40.69573485,47.27053094
Field_24,2023-02-15,16.08392400,78.06899943,0.38205324,0.45076871,-0.45076871,0.57300978,24.14428837,23.86338948,6.58826623,Cotton,73.55146302,36.79449748,16.13660804,6.48730476,46.09378170,33.77062649
Field_24,2023-02-03,16.08392400,78.06899943,0.39911732,0.48312898,-0.48312898,0.59860810,22.31755865,22.43256267,6.66446923,Cotton,93.94104350,36.58939539,30.73837521,6.73333364,65.84504258,33.92711689
Field_24,2023-03-17,16.08392400,78.06899943,0.38603393,0.43970693,-0.43970693,0.57897970,24.66849694,23.95343041,13.50862700,Cotton,64.00054643,33.49030864,18.75627829,7.07400053,49.56131356,46.81149246
Field_24,2023-01-04,16.08392400,78.06899943,0.36977720,0.45728090,-0.45728090,0.55460292,23.93712135,20.63228952,6.46314280,Cotton,86.70424325,44.62735851,17.13293408,7.31082444,60.43697021,33.19682839
Field_24,2023-04-16,16.08392400,78.06899943,0.31692829,0.42690479,-0.42690479,0.47534537,26.02799729,34.57774511,6.06237150,Cotton,91.20693740,44.63620536,40.09330988,7.46251278,73.40353751,31.63192448
Field_24,2023-01-05,16.08392400,78.06899943,0.29383086,0.39518462,-0.39518462,0.44070464,27.88365914,23.74398529,12.76917573,Cotton,98.70417659,35.22430463,32.80758231,7.10534830,50.42401721,43.53562693
Field_24,2023-05-16,16.08392400,78.06899943,0.33490348,0.40953586,-0.40953586,0.50230576,26.73135272,21.35169434,6.26369793,Cotton,111.45525730,44.97192608,25.37600207,7.03200871,63.13549329,32.60216490
Field_24,2023-05-31,16.08392400,78.06899943,0.27698047,0.38465327,-0.38465327,0.41542925,28.59352676,28.63505288,5.80459841,Cotton,68.70603607,30.37375720,38.32524649,6.77116127,68.25401877,30.75557828
Field_24,2023-06-15,16.08392400,78.06899943,0.28521208,0.38360803,-0.38360803,0.42777356,28.56283309,38.19664287,5.87986063,Cotton,72.96082795,50.63229714,33.40073424,7.17318646,45.78547091,31.08942445
Field_24,2023-08-29,16.08392400,78.06899943,0.32849977,0.39166910,-0.39166910,0.49268262,27.70910785,40.63164229,13.06740226,Cotton,118.58782280,64.20184535,38.46764473,6.32545566,60.91108810,45.09009815
Field_24,2023-09-28,16.08392400,78.06899943,0.55938327,0.54407185,-0.54407185,0.83897164,17.56877287,28.30981436,9.48398000,Cotton,64.96550847,40.32831696,42.92172322,7.21352202,50.05324509,49.63875220
Field_24,2023-10-13,16.08392400,78.06899943,0.60314985,0.55121898,-0.55121898,0.90461937,16.75682696,33.93836380,8.32776420,Cotton,78.00713676,42.94395580,53.92977950,6.47308492,43.54644422,40.73966526
Field_24,2023-10-28,16.08392400,78.06899943,0.66031202,0.60830651,-0.60830651,0.99035433,13.25789788,21.43467626,8.70407528,Cotton,77.31692976,30.88880392,47.95390260,7.39500032,57.68391169,42.05418455
Field_24,2023-12-12,16.08392400,78.06899943,0.52289139,0.50686423,-0.50686423,0.78424239,19.84144365,19.81100958,7.71437714,Cotton,71.98117934,11.68000000,41.74384880,6.68133503,59.91945117,38.32971323
Field_24,2023-12-27,16.08392400,78.06899943,0.37476460,0.43286131,-0.43286131,0.56207336,25.13315660,22.09836321,6.56474679,Cotton,84.33492281,29.54797351,15.33000000,6.90915588,65.23068346,33.77062649
Field_25,2023-01-01,26.62920588,93.34137759,0.57567300,0.53519692,-0.53519692,0.86336079,17.85560088,14.04983490,14.96024699,Tea,89.17260912,46.26906761,56.05984680,6.22949557,79.72470446,53.43625237
Field_25,2023-01-16,26.62920588,93.34137759,0.32703639,0.30544092,-0.30544092,0.49048750,32.12724071,5.07561502,13.26966946,Tea,70.64831116,46.31974532,35.52649646,6.09879356,75.63482540,46.49851167
Field_25,2023-01-31,26.62920588,93.34137759,0.36851023,0.37561050,-0.37561050,0.55267419,28.12050825,10.03198564,6.64377212,Tea,73.65938129,55.50574833,39.91126902,5.84001726,86.15000000,34.42788614
Field_25,2023-02-15,26.62920588,93.34137759,0.42924446,0.48863258,-0.48863258,0.64374729,21.72883598,5.86991056,13.85953708,Tea,78.04495577,43.19014706,43.52249161,5.03035811,73.02523407,47.90692520
Field_25,2023-02-03,26.62920588,93.34137759,0.39217032,0.41071004,-0.41071004,0.58815208,26.08653476,14.19535180,14.26877538,Tea,66.22889452,55.51822079,18.96000000,6.36695697,81.27702709,47.91735789
Field_25,2023-03-17,26.62920588,93.34137759,0.20009098,0.16997639,-0.16997639,0.30008436,40.34112950,25.65826116,12.80680683,Tea,83.37576957,58.65802425,23.73254437,6.04923518,76.31398200,43.46259808
Field_25,2023-01-04,26.62920588,93.34137759,0.39981861,0.38572056,-0.38572056,0.59961965,27.28449607,9.08635984,8.06528723,Tea,85.74678955,36.33250859,58.77329751,6.39774793,77.65584286,45.91428088
Field_25,2023-04-16,26.62920588,93.34137759,0.27724172,0.24293184,-0.24293184,0.41580603,35.82777431,21.34347796,13.46911434,Tea,58.21709660,66.38907881,51.37714354,6.61050230,66.81111392,45.66389625
Field_25,2023-08-29,26.62920588,93.34137759,0.40767929,0.28424021,-0.28424021,0.61141274,32.38624613,34.23266720,14.21515105,Tea,86.04465136,54.56603545,43.62774816,6.74476872,82.86846133,50.47336762
Field_25,2023-09-13,26.62920588,93.34137759,0.40767929,0.28424021,-0.28424021,0.61141274,32.38624613,16.53713963,18.23603494,Tea,71.35789476,50.30181780,46.34987404,5.70595556,72.28306342,52.69553118
Field_25,2023-09-28,26.62920588,93.34137759,0.61921370,0.50533594,-0.50533594,0.92865872,18.93575715,25.33534763,8.57895185,Tea,98.95000000,51.60796896,36.63366487,6.86845780,83.99823048,42.07504994
Field_25,2023-10-13,26.62920588,93.34137759,0.67097871,0.55901068,-0.55901068,1.00630748,15.66622112,26.89962201,8.91575027,Tea,54.61054406,54.55035913,38.32502935,7.30000000,75.88711682,43.23307884
Field_25,2023-10-28,26.62920588,93.34137759,0.67102452,0.55928151,-0.55928151,1.00637462,15.65192317,16.22979882,8.91575027,Tea,63.28590527,48.50783249,51.27990721,6.54392296,61.81778788,43.23307884
Field_25,2023-12-11,26.62920588,93.34137759,0.65018006,0.56121119,-0.56121119,0.97510941,15.76626740,11.44377226,8.72477239,Tea,91.29641773,61.70801581,38.14239870,5.83336404,86.15000000,42.39846341
Field_25,2023-11-27,26.62920588,93.34137759,0.35042562,0.31062966,-0.31062966,0.52559667,31.62340996,28.89787353,6.63436434,Tea,98.95000000,56.37811536,41.58840944,6.35112809,72.30465773,34.75129961
Field_25,2023-12-12,26.62920588,93.34137759,0.59124368,0.53747353,-0.53747353,0.88671365,17.58032553,10.88729247,15.61314671,Tea,83.82001442,65.71828628,50.88748432,6.35222182,65.77921909,54.36476202
Field_25,2023-12-27,26.62920588,93.34137759,0.54241321,0.51233931,-0.51233931,0.81347802,19.36248836,14.76494895,7.87619091,Tea,81.49528187,60.44948876,23.53607836,5.97248714,86.15000000,38.99740557
Field_26,2023-01-01,27.11817603,88.17990102,0.71207871,0.65598559,-0.65598559,1.06792834,10.29450891,10.05202900,15.67147493,Tea,98.95000000,71.16443974,48.64498910,5.67075311,74.06110687,57.21288715
Field_26,2023-01-16,27.11817603,88.17990102,0.11881775,0.07368667,-0.07368667,0.17821601,46.08813644,5.87709530,5.12253458,Tea,92.89315450,66.06461436,31.04687086,6.13333145,71.60262194,29.77490516
Field_26,2023-01-31,27.11817603,88.17990102,0.68829062,0.68094718,-0.68094718,1.03225978,9.26280611,9.13903933,8.78310061,Tea,87.51042775,51.55495110,42.03953438,5.69662881,67.40736828,41.99158840
Field_26,2023-02-15,27.11817603,88.17990102,0.61065313,0.59707985,-0.59707985,0.91583114,14.33834045,11.76625737,15.75896726,Tea,98.95000000,61.63641547,33.47340794,5.87243454,55.15909746,54.26043509
Field_26,2023-02-03,27.11817603,88.17990102,0.03155187,0.01981561,-0.01981561,0.04732474,49.73026372,5.33328485,11.75501737,Tea,94.73603963,66.65061197,53.85163875,6.45311252,57.99842423,42.62798266
Field_26,2023-03-17,27.11817603,88.17990102,0.00235121,-0.02701109,0.02701109,0.00352661,52.41966212,10.16721204,11.29874018,Tea,60.18547381,64.01716124,40.34356030,5.09076071,78.25711192,43.19134807
Field_26,2023-01-04,27.11817603,88.17990102,0.63928908,0.58757048,-0.58757048,0.95880745,14.53147480,10.92033265,15.99792479,Tea,98.95000000,50.81162402,23.12253012,5.99866957,74.94372666,55.64798323
Field_26,2023-04-16,27.11817603,88.17990102,0.46501830,0.42046448,-0.42046448,0.69744355,24.84444297,17.09887807,14.23772972,Tea,69.55249064,44.97441042,61.53347107,6.97840776,66.15318222,50.56726185
Field_26,2023-01-05,27.11817603,88.17990102,0.43010060,0.38499072,-0.38499072,0.64508413,27.01249849,6.62180029,13.97525274,Tea,98.95000000,65.08414044,48.22382032,5.86878222,72.79273101,49.62831950
Field_26,2023-05-16,27.11817603,88.17990102,0.67091075,0.58722777,-0.58722777,1.00625009,14.22602704,22.81399919,16.04308212,Tea,85.66618877,56.99941892,30.31354026,6.12782723,83.49027884,56.89990636
Field_26,2023-05-31,27.11817603,88.17990102,0.15425824,0.13273109,-0.13273109,0.23136285,42.71112090,28.55628936,5.30034156,Tea,76.82322331,53.03949475,51.02842760,6.73524521,74.95641529,29.96269363
Field_26,2023-10-13,27.11817603,88.17990102,0.81575617,0.72129436,-0.72129436,1.22345962,5.90071318,23.02277418,9.82736386,Tea,44.19032863,51.69840856,46.69939157,6.61493438,76.09387381,44.04682887
Field_26,2023-10-28,27.11817603,88.17990102,0.79894644,0.69710602,-0.69710602,1.19825119,7.30755085,17.04103785,9.73422687,Tea,83.69756233,53.48249116,29.79529336,5.97496716,68.83267610,44.15115580
Field_26,2023-12-11,27.11817603,88.17990102,0.77518760,0.68635364,-0.68635364,1.16260291,8.09926036,12.27974618,9.54701210,Tea,80.53723560,55.71414798,45.58401582,5.40264294,55.99301637,44.28678081
Field_26,2023-11-27,27.11817603,88.17990102,0.76445083,0.67937098,-0.67937098,1.14647750,8.56547921,18.41677190,9.46798678,Tea,89.74477075,64.77961377,23.57476391,5.85797048,67.47660921,44.39110773
Field_26,2023-12-12,27.11817603,88.17990102,0.76738578,0.69134482,-0.69134482,1.15090573,7.92406790,7.54252627,9.46610522,Tea,87.84778446,52.76459718,27.62470260,5.89265577,83.39190906,44.19288657
Field_26,2023-12-27,27.11817603,88.17990102,0.78890530,0.74648570,-0.74648570,1.18315985,4.88855740,8.23401601,9.52819655,Tea,83.73377246,59.51644582,33.34518579,5.57083296,80.86562783,43.87990579
Field_27,2023-01-01,11.29704122,76.82113488,0.66303510,0.58738019,-0.58738019,0.99441198,14.29867676,18.58694995,8.77745594,Tea,71.78409531,63.12470845,23.52575123,5.96873953,83.84340560,42.48192496
Field_27,2023-01-16,11.29704122,76.82113488,0.70996179,0.63792961,-0.63792961,1.06476722,11.23814626,24.02019179,16.15409389,Tea,52.22270065,50.44083725,35.80616002,6.24392115,72.14663877,57.68235832
Field_27,2023-01-31,11.29704122,76.82113488,0.78843912,0.70763071,-0.70763071,1.18245645,6.87742426,19.25213818,16.21524444,Tea,78.95625760,46.49801332,38.76379258,6.14700635,84.60232451,58.04750257
Field_27,2023-02-15,11.29704122,76.82113488,0.69771816,0.63650755,-0.63650755,1.04641872,11.43580551,20.69595999,8.97219693,Tea,66.01251009,48.73247063,29.90868842,6.64294865,68.60527662,43.05572306
Field_27,2023-02-03,11.29704122,76.82113488,0.69492754,0.64894334,-0.64894334,1.04223293,10.82927986,20.45501032,8.91763182,Tea,49.92054591,65.89711200,53.32409499,6.78657601,63.25266276,42.75317497
Field_27,2023-03-17,11.29704122,76.82113488,0.64434764,0.61454476,-0.61454476,0.96637924,13.10238784,32.57864525,15.31868329,Tea,69.48066659,36.49346703,39.65012486,6.93384182,75.09806523,55.04288705
Field_27,2023-01-04,11.29704122,76.82113488,0.61094286,0.54157568,-0.54157568,0.91631188,17.16966680,15.26746041,4.30499876,Tea,71.41108823,42.07778299,53.24140335,6.05316970,77.13486029,41.18827105
Field_27,2023-04-16,11.29704122,76.82113488,0.70424896,0.64301868,-0.64301868,1.05624369,11.03662054,20.44579574,9.01547270,Tea,89.35482703,42.92016015,52.13583731,6.30860018,76.26000838,43.20178076
Field_27,2023-08-14,11.29704122,76.82113488,0.79767413,0.69967928,-0.69967928,1.19638314,7.18914326,43.43127692,16.88507817,Tea,81.05938727,31.57978051,33.92403727,5.97417499,76.41890468,58.51697374
Field_27,2023-09-28,11.29704122,76.82113488,0.68253034,0.60728747,-0.60728747,1.02367819,13.08302171,31.58957963,5.23072401,Tea,83.77566899,39.45035152,50.62496644,7.30000000,53.15754082,53.35279082
Field_27,2023-10-13,11.29704122,76.82113488,0.68253034,0.60728747,-0.60728747,1.02367819,13.08302171,36.27466798,15.84834114,Tea,66.02124715,47.01223149,46.06777421,6.32099754,77.82896844,56.93120444
Field_27,2023-12-27,11.29704122,76.82113488,0.72475572,0.62423103,-0.62423103,1.08695218,11.78656718,17.99835809,9.24314091,Tea,65.42985378,46.61380492,45.17060162,6.13949077,72.27239624,44.28678081
Field_28,2023-01-01,13.19149844,77.52581427,0.41137923,0.43825926,-0.43825926,0.61698153,24.48357284,15.63872037,6.87896654,Coffee,37.68080740,36.99878467,42.45454871,6.14726543,72.98740812,35.10601117
Field_28,2023-01-16,13.19149844,77.52581427,0.41781028,0.48436356,-0.48436356,0.62662225,22.06360675,17.63329105,14.23020349,Coffee,47.71806615,54.38696106,43.51294935,6.42649316,75.51783306,47.74000211
Field_28,2023-01-31,13.19149844,77.52581427,0.38586308,0.46761948,-0.46761948,0.57870927,23.24490500,15.64807399,13.52650177,Coffee,66.47403396,55.93918144,58.75899915,6.20196221,98.21778166,46.37331936
Field_28,2023-02-15,13.19149844,77.52581427,0.35371237,0.45884286,-0.45884286,0.53049659,24.02142864,17.15864672,6.31544070,Coffee,74.77638883,43.18805178,34.06539975,6.31780767,95.17969241,32.55000144
Field_28,2023-02-03,13.19149844,77.52581427,0.32981695,0.45368003,-0.45368003,0.49465851,24.52910617,24.27863928,6.11411427,Coffee,68.91717494,35.38166516,67.94501784,6.10324366,71.19633348,31.71538602
Field_28,2023-03-17,13.19149844,77.52581427,0.33599580,0.45669609,-0.45669609,0.50392414,24.31198946,38.75657195,3.60694170,Coffee,66.44294469,53.77709783,68.22279258,6.42282925,74.94315088,42.33586726
Field_28,2023-01-04,13.19149844,77.52581427,0.31964285,0.44435316,-0.44435316,0.47940371,25.10928401,22.51200478,6.04543750,Coffee,70.75790315,49.77724657,44.51726087,6.35191486,96.53161130,31.46500139
Field_28,2023-04-16,13.19149844,77.52581427,0.31159176,0.43458139,-0.43458139,0.46733015,25.69049793,20.67317508,5.99651706,Coffee,32.65212796,65.72369887,64.28282260,6.39428150,86.14756873,31.30851100
Field_28,2023-01-05,13.19149844,77.52581427,0.33692436,0.44547272,-0.44547272,0.50532035,24.87562058,20.92602439,13.69396021,Coffee,50.30026576,39.19471762,47.27046598,6.01393471,69.60054154,44.92317507
Field_28,2023-05-16,13.19149844,77.52581427,0.43324291,0.51107423,-0.51107423,0.64977942,20.54203129,26.67116945,6.90342676,Coffee,71.12703560,55.88979863,39.65874960,6.45585807,80.33577050,34.80346308
Field_28,2023-05-31,13.19149844,77.52581427,0.47738001,0.51573652,-0.51573652,0.71598161,19.85318770,26.96374283,5.67853420,Coffee,52.33770986,57.09730802,64.74465862,6.33188200,84.43169398,36.44139584
Field_28,2023-08-14,13.19149844,77.52581427,0.21546697,0.20937866,-0.20937866,0.32315883,38.17204383,41.86971705,2.05654005,Coffee,77.73243262,65.31398582,44.38995687,7.47177814,82.09902697,41.55341530
Field_28,2023-10-13,13.19149844,77.52581427,0.64996238,0.59102726,-0.59102726,0.97481787,14.24595151,37.66877298,8.65233251,Coffee,75.45157545,53.05609219,43.57229332,6.39535703,98.79000000,41.91855955
Field_28,2023-10-28,13.19149844,77.52581427,0.60058807,0.56914163,-0.56914163,0.90076881,15.86778087,30.21649057,15.33655807,Coffee,66.46009619,58.61278367,39.72108313,6.22375557,82.30212165,54.08307932
Field_28,2023-12-11,13.19149844,77.52581427,0.55578353,0.53451733,-0.53451733,0.83356150,18.09343218,19.57610618,14.89909644,Coffee,67.85699560,40.21184820,48.16749599,7.03496237,73.39662742,52.64336771
Field_28,2023-11-27,13.19149844,77.52581427,0.55578353,0.53451733,-0.53451733,0.83356150,18.09343218,39.75335564,15.16815886,Coffee,84.38000000,45.21639479,37.94729026,7.48000000,85.52601293,52.79985811
Field_29,2023-01-01,9.80172717,76.29690027,0.34900874,0.18140835,-0.18140835,0.52340973,38.23648493,23.04219954,6.92600543,Coffee,69.52809613,52.00114449,51.99551835,5.93699994,89.78616915,36.71264586
Field_29,2023-01-16,9.80172717,76.29690027,0.31490963,0.14611532,-0.14611532,0.47270138,40.38695155,15.66932141,13.29507046,Coffee,68.04430951,52.80108751,58.57190270,6.64352535,81.93087834,48.54331946
Field_29,2023-01-31,9.80172717,76.29690027,0.32177446,0.15489730,-0.15489730,0.48256373,39.86839546,18.01510522,14.25654527,Coffee,59.92891812,69.31031802,47.74580542,6.40486630,92.19989566,49.20057910
Field_29,2023-02-15,9.80172717,76.29690027,0.14038655,0.00703090,-0.00703090,0.21052690,49.27159211,24.19153616,5.47156311,Coffee,58.95437622,39.29385399,54.55071381,6.15528241,81.43962134,31.39197254
Field_29,2023-02-03,9.80172717,76.29690027,0.29613979,0.13363133,-0.13363133,0.44412251,41.21613268,18.22826392,13.94326630,Coffee,40.25263380,48.35160953,51.76277199,6.62007674,76.52377678,48.36596368
Field_29,2023-03-17,9.80172717,76.29690027,0.43530099,0.35712448,-0.35712448,0.65278450,28.38235936,20.53818364,7.28444173,Coffee,46.84997339,43.04149380,41.35994575,5.91106953,87.39420276,37.29687665
Field_29,2023-01-04,9.80172717,76.29690027,0.26790709,0.21218586,-0.21218586,0.40177255,37.49313178,19.26399932,6.12916672,Coffee,54.80073742,63.19934028,32.57231927,5.55004054,80.07352923,33.10293416
Field_29,2023-04-16,9.80172717,76.29690027,0.19551607,0.07556626,-0.07556626,0.29322185,45.20884613,29.16464131,5.80271685,Coffee,80.89047920,33.79568946,67.05564021,6.73463803,89.66239446,32.44567451
Field_29,2023-01-05,9.80172717,76.29690027,0.35318316,0.26555032,-0.26555032,0.52966824,33.89719569,16.84600863,23.58435617,Coffee,58.22361537,47.34840852,33.35141161,6.26387514,80.20262806,53.85356008
Field_29,2023-05-16,9.80172717,76.29690027,0.24404157,0.10421146,-0.10421146,0.36605002,43.25051202,36.90271619,12.79175439,Coffee,77.59650067,32.50065904,49.46334062,6.98604611,92.56448865,46.17509820
Field_29,2023-05-31,9.80172717,76.29690027,0.24404157,0.10421146,-0.10421146,0.36605002,43.25051202,23.61699360,37.64804201,Coffee,55.18693946,42.65070413,47.81090952,6.78439869,80.76666789,59.96711804
Field_29,2023-06-30,9.80172717,76.29690027,0.38683187,0.20896153,-0.20896153,0.58013256,36.44321636,39.93994227,14.01100229,Coffee,55.23974948,54.97287652,45.87762143,6.87837975,81.45414843,50.72375224
Field_29,2023-07-30,9.80172717,76.29690027,0.37112554,0.22280840,-0.22280840,0.55657247,35.89654132,42.90159501,7.02666864,Coffee,63.87009877,56.69354651,50.45393232,6.64919940,98.79000000,36.92129971
Field_29,2023-08-14,9.80172717,76.29690027,0.38785613,0.23742545,-0.23742545,0.58165411,34.97926383,40.79886051,7.36723017,Coffee,55.69163384,45.81688924,68.72716714,7.34851169,92.60797590,47.77130019
Field_29,2023-10-13,9.80172717,76.29690027,0.33926626,0.18370623,-0.18370623,0.50880579,38.21864395,22.19349447,20.77237162,Coffee,56.88478596,33.37497641,57.84662339,7.27804453,69.92257882,53.03981004
Field_29,2023-12-11,9.80172717,76.29690027,0.15574738,0.04342687,-0.04342687,0.23447858,47.25617672,17.91007432,12.90652927,Coffee,72.20153916,39.04102643,46.00767236,5.99690872,82.26123179,43.78601155
Field_29,2023-11-27,9.80172717,76.29690027,0.19928197,0.04806606,-0.04806606,0.30014163,46.57466577,26.48550266,5.90149851,Coffee,48.26201766,54.58679251,52.08094542,6.86332918,81.29386965,33.01947262
Field_29,2023-12-12,9.80172717,76.29690027,0.33945254,0.13810358,-0.13810358,0.50909123,40.54541239,24.47617871,6.94293943,Coffee,52.42153783,45.09600214,66.71660369,6.49072971,74.88776772,37.02562664
Field_29,2023-12-27,9.80172717,76.29690027,0.24734111,-0.03469656,0.03469656,0.37090020,50.31006530,24.22530853,6.52523413,Coffee,52.09575766,37.69651297,23.47922243,6.60176988,74.10866037,36.17014583
Field_30,2023-01-01,11.31677098,76.87501764,0.81195238,0.71109801,-0.71109801,1.21771264,6.46023083,16.63823428,9.81795608,Coffee,54.27715511,55.52774463,39.19049631,6.42419612,90.58196202,44.04682887
Field_30,2023-01-16,11.31677098,76.87501764,0.80500090,0.71331437,-0.71331437,1.20728966,6.41804830,22.33456553,16.41563009,Coffee,57.02427037,52.47226267,49.51150153,6.92777703,74.64994736,58.13096411
Field_30,2023-01-31,11.31677098,76.87501764,0.82537776,0.73880863,-0.73880863,1.23784111,4.90809384,16.85101061,17.31030969,Coffee,45.54538959,54.16376424,24.80285112,6.59151481,77.44525538,58.63173336
